Scan_ID,Location,Run,ASUS,BBA-1028,CI3D,CI3D_5G,ConnLab,ConnLab-Guest,IB-9F,Library-Office,MUTEC,NTUST-PEAP,NTUST-UAM,RB501,ROOM-810_ç°æ§,TR-1021_5G,Yie & Esther,Yie Office,eduroam
7,TopPicks/Audiovisual,4,-100.0,-100.0,-100.0,-94.0,-83.5,-82.5,-100.0,-81.5,-100.0,-68.2,-74.14285714285714,-100.0,-94.0,-100.0,-96.0,-97.0,-75.23076923076923
7,TopPicks/Audiovisual,5,-100.0,-100.0,-100.0,-94.0,-81.0,-82.0,-95.0,-82.0,-100.0,-75.91666666666667,-79.26666666666667,-100.0,-100.0,-100.0,-100.0,-100.0,-78.5
8,Hallway/LeftEnd,1,-100.0,-91.0,-100.0,-100.0,-82.0,-85.5,-92.0,-85.0,-100.0,-84.125,-86.11111111111111,-87.5,-84.5,-89.0,-83.0,-92.0,-86.72727272727273
8,Hallway/LeftEnd,2,-100.0,-100.0,-100.0,-100.0,-88.0,-94.5,-100.0,-94.5,-100.0,-88.86666666666666,-88.0,-93.0,-100.0,-100.0,-100.0,-100.0,-91.14285714285714
8,Hallway/LeftEnd,3,-96.0,-100.0,-100.0,-100.0,-77.5,-76.0,-100.0,-78.0,-100.0,-76.0,-78.1,-95.0,-94.0,-100.0,-100.0,-100.0,-80.45454545454545
8,Hallway/LeftEnd,4,-100.0,-100.0,-100.0,-100.0,-92.0,-92.5,-100.0,-92.5,-100.0,-85.13333333333334,-84.8125,-100.0,-100.0,-100.0,-100.0,-100.0,-87.44444444444444
8,Hallway/LeftEnd,5,-94.0,-100.0,-92.0,-100.0,-86.0,-86.0,-100.0,-86.0,-100.0,-82.61538461538461,-84.64285714285714,-100.0,-100.0,-100.0,-100.0,-100.0,-83.875
8,LaptopPriority/CurrentPeriodicals,1,-72.0,-100.0,-100.0,-94.0,-100.0,-88.0,-96.0,-100.0,-100.0,-79.57894736842105,-79.89473684210526,-95.0,-100.0,-96.0,-90.0,-89.0,-82.125
8,LaptopPriority/CurrentPeriodicals,2,-100.0,-94.0,-100.0,-78.0,-100.0,-100.0,-90.0,-100.0,-100.0,-72.84615384615384,-74.3076923076923,-94.0,-91.0,-89.0,-100.0,-100.0,-78.625
8,LaptopPriority/CurrentPeriodicals,3,-100.0,-95.0,-100.0,-85.0,-100.0,-100.0,-91.0,-100.0,-100.0,-73.06666666666666,-75.42857142857143,-100.0,-89.0,-100.0,-88.0,-88.0,-76.1875
8,LaptopPriority/CurrentPeriodicals,4,-100.0,-88.0,-100.0,-80.0,-97.0,-95.0,-100.0,-96.0,-100.0,-76.3529411764706,-79.23529411764706,-85.0,-93.0,-100.0,-87.0,-88.0,-79.29411764705883
8,LaptopPriority/CurrentPeriodicals,5,-100.0,-91.0,-100.0,-88.0,-96.0,-100.0,-100.0,-100.0,-100.0,-72.38461538461539,-74.38461538461539,-84.0,-100.0,-96.0,-93.0,-92.0,-76.5
8,MainStairs/TopPicks,1,-100.0,-100.0,-74.0,-94.0,-72.0,-72.5,-96.0,-73.0,-100.0,-71.91666666666667,-75.28571428571429,-100.0,-100.0,-100.0,-100.0,-100.0,-72.46153846153847
8,MainStairs/TopPicks,2,-100.0,-100.0,-100.0,-88.0,-76.0,-80.5,-100.0,-77.5,-100.0,-79.1875,-79.94444444444444,-100.0,-100.0,-100.0,-100.0,-100.0,-83.5
8,MainStairs/TopPicks,3,-100.0,-100.0,-100.0,-100.0,-89.0,-88.0,-86.0,-88.0,-100.0,-76.42857142857143,-81.6470588235294,-94.0,-80.0,-100.0,-100.0,-100.0,-79.13333333333334
8,MainStairs/TopPicks,4,-100.0,-94.0,-77.0,-97.0,-83.5,-82.0,-100.0,-82.5,-100.0,-74.76923076923077,-75.78571428571429,-100.0,-93.0,-100.0,-91.0,-92.0,-76.3076923076923
8,MainStairs/TopPicks,5,-100.0,-100.0,-77.0,-83.0,-74.0,-72.5,-94.0,-72.0,-100.0,-66.5,-67.1,-100.0,-91.0,-100.0,-93.0,-95.0,-67.66666666666667
8,Stairs/RightEnd,1,-88.0,-100.0,-100.0,-100.0,-90.0,-88.0,-100.0,-88.0,-100.0,-83.4,-86.92307692307692,-89.0,-100.0,-100.0,-100.0,-100.0,-86.46666666666667
8,Stairs/RightEnd,2,-100.0,-100.0,-100.0,-100.0,-98.0,-100.0,-100.0,-95.0,-100.0,-81.11111111111111,-84.35714285714286,-100.0,-87.0,-100.0,-89.0,-89.0,-87.33333333333333
8,Stairs/RightEnd,3,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-83.22222222222223,-82.0,-100.0,-100.0,-89.0,-88.0,-84.5
8,Stairs/RightEnd,4,-100.0,-88.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.75,-88.07692307692308,-93.0,-100.0,-100.0,-77.0,-84.0,-89.0
8,Stairs/RightEnd,5,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-86.0,-97.0,-100.0,-82.0,-90.0,-89.0,-88.42857142857143
8,TopPicks/Audiovisual,1,-100.0,-100.0,-100.0,-94.0,-82.5,-80.0,-100.0,-81.5,-100.0,-78.83333333333333,-80.72222222222223,-100.0,-100.0,-100.0,-95.0,-96.0,-81.45
8,TopPicks/Audiovisual,2,-100.0,-100.0,-100.0,-100.0,-86.0,-79.0,-88.0,-87.0,-100.0,-73.36363636363636,-77.75,-100.0,-100.0,-100.0,-100.0,-100.0,-74.5
8,TopPicks/Audiovisual,3,-100.0,-100.0,-100.0,-95.0,-89.0,-89.0,-91.0,-71.0,-100.0,-78.4375,-78.21428571428571,-100.0,-100.0,-100.0,-100.0,-100.0,-80.93333333333334
8,TopPicks/Audiovisual,4,-100.0,-100.0,-100.0,-94.0,-79.5,-81.5,-100.0,-78.0,-100.0,-70.83333333333333,-73.78571428571429,-100.0,-94.0,-100.0,-96.0,-97.0,-75.92857142857143
8,TopPicks/Audiovisual,5,-100.0,-100.0,-100.0,-94.0,-82.5,-85.0,-95.0,-85.0,-100.0,-74.61538461538461,-79.2,-100.0,-100.0,-100.0,-100.0,-100.0,-77.92307692307692
9,Hallway/LeftEnd,1,-100.0,-91.0,-100.0,-100.0,-92.5,-85.5,-92.0,-85.0,-100.0,-86.875,-84.71428571428571,-87.5,-84.5,-89.0,-83.0,-92.0,-87.7
9,Hallway/LeftEnd,2,-100.0,-100.0,-100.0,-100.0,-88.0,-94.5,-100.0,-94.5,-100.0,-89.3076923076923,-87.95454545454545,-93.0,-100.0,-100.0,-100.0,-100.0,-90.92857142857143
9,Hallway/LeftEnd,3,-96.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-78.0,-100.0,-77.18181818181819,-80.81818181818181,-95.0,-94.0,-100.0,-100.0,-100.0,-82.07692307692308
9,Hallway/LeftEnd,4,-100.0,-100.0,-100.0,-100.0,-93.5,-92.5,-100.0,-92.5,-100.0,-85.1875,-84.85714285714286,-100.0,-100.0,-100.0,-100.0,-100.0,-87.41176470588235
9,Hallway/LeftEnd,5,-94.0,-100.0,-92.0,-100.0,-86.0,-86.0,-100.0,-86.0,-100.0,-82.0,-84.57142857142857,-100.0,-100.0,-100.0,-100.0,-100.0,-83.125
9,LaptopPriority/CurrentPeriodicals,1,-72.0,-96.0,-100.0,-94.0,-100.0,-88.0,-87.0,-100.0,-100.0,-79.85,-81.54545454545455,-93.0,-100.0,-93.0,-87.0,-78.0,-82.5
9,LaptopPriority/CurrentPeriodicals,2,-100.0,-94.0,-100.0,-78.0,-100.0,-100.0,-92.0,-100.0,-100.0,-73.78571428571429,-77.13333333333334,-94.0,-93.0,-89.0,-97.0,-96.0,-78.94117647058823
9,LaptopPriority/CurrentPeriodicals,3,-100.0,-95.0,-100.0,-85.0,-100.0,-100.0,-91.0,-100.0,-100.0,-74.26666666666667,-77.86666666666666,-91.0,-89.0,-100.0,-88.0,-88.0,-78.23529411764706
9,LaptopPriority/CurrentPeriodicals,4,-100.0,-86.0,-100.0,-80.0,-98.0,-95.0,-100.0,-96.0,-100.0,-78.47058823529412,-77.07142857142857,-85.0,-95.0,-89.0,-88.0,-89.0,-75.78571428571429
9,LaptopPriority/CurrentPeriodicals,5,-100.0,-91.0,-100.0,-88.0,-96.0,-100.0,-100.0,-100.0,-100.0,-73.3076923076923,-78.25,-76.0,-100.0,-96.0,-93.0,-92.0,-78.58823529411765
9,MainStairs/TopPicks,1,-100.0,-100.0,-100.0,-94.0,-72.5,-73.0,-96.0,-69.0,-100.0,-73.92307692307692,-75.28571428571429,-100.0,-100.0,-100.0,-100.0,-100.0,-74.23076923076923
9,MainStairs/TopPicks,2,-100.0,-100.0,-100.0,-88.0,-75.5,-80.0,-100.0,-77.0,-100.0,-77.0,-78.9375,-100.0,-100.0,-100.0,-100.0,-100.0,-82.35
9,MainStairs/TopPicks,3,-100.0,-100.0,-100.0,-100.0,-88.0,-86.0,-91.0,-87.0,-100.0,-75.64285714285714,-81.88235294117646,-94.0,-92.0,-100.0,-100.0,-100.0,-79.42857142857143
9,MainStairs/TopPicks,4,-100.0,-100.0,-100.0,-97.0,-76.0,-73.0,-100.0,-77.0,-100.0,-77.0,-77.46666666666667,-100.0,-91.0,-100.0,-89.0,-92.0,-80.0625
9,MainStairs/TopPicks,5,-100.0,-100.0,-100.0,-83.0,-75.5,-76.0,-100.0,-80.0,-100.0,-62.57142857142857,-64.44444444444444,-100.0,-91.0,-100.0,-93.0,-95.0,-67.55555555555556
9,Stairs/RightEnd,1,-88.0,-100.0,-100.0,-100.0,-90.0,-88.0,-100.0,-88.0,-100.0,-86.2,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.35714285714286
9,Stairs/RightEnd,2,-100.0,-100.0,-100.0,-100.0,-96.0,-93.0,-100.0,-90.5,-100.0,-79.66666666666667,-85.53846153846153,-100.0,-100.0,-100.0,-100.0,-100.0,-84.33333333333333
9,Stairs/RightEnd,3,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.75,-86.875,-82.0,-100.0,-100.0,-89.0,-88.0,-85.0
9,Stairs/RightEnd,4,-100.0,-90.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.6,-88.76923076923077,-87.0,-100.0,-89.0,-76.0,-75.0,-89.6
9,Stairs/RightEnd,5,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.14285714285714,-86.57142857142857,-94.0,-100.0,-82.0,-85.0,-86.5,-88.0
9,TopPicks/Audiovisual,1,-100.0,-100.0,-82.0,-94.0,-86.5,-80.0,-90.0,-80.0,-100.0,-77.6,-78.06666666666666,-100.0,-100.0,-100.0,-95.0,-96.0,-80.375
9,TopPicks/Audiovisual,2,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-88.0,-100.0,-100.0,-72.27272727272727,-77.23076923076923,-100.0,-100.0,-100.0,-100.0,-100.0,-72.81818181818181
9,TopPicks/Audiovisual,3,-100.0,-100.0,-100.0,-100.0,-92.0,-91.0,-91.0,-90.0,-100.0,-79.125,-78.6875,-100.0,-100.0,-100.0,-100.0,-100.0,-78.92857142857143
9,TopPicks/Audiovisual,4,-100.0,-100.0,-100.0,-96.0,-74.0,-76.5,-100.0,-80.5,-100.0,-72.84615384615384,-75.86666666666666,-100.0,-94.0,-98.0,-96.0,-97.0,-77.8125
9,TopPicks/Audiovisual,5,-100.0,-100.0,-100.0,-96.0,-80.5,-83.0,-95.0,-82.0,-100.0,-75.28571428571429,-77.53333333333333,-100.0,-100.0,-100.0,-90.0,-100.0,-77.14285714285714
10,Hallway/LeftEnd,1,-100.0,-91.0,-100.0,-100.0,-92.5,-85.5,-92.0,-85.0,-100.0,-83.5,-84.0,-87.5,-84.5,-89.0,-83.0,-92.0,-90.75
10,Hallway/LeftEnd,2,-100.0,-100.0,-100.0,-100.0,-88.0,-94.5,-100.0,-94.5,-100.0,-89.25,-88.18181818181819,-93.0,-100.0,-100.0,-100.0,-100.0,-90.92857142857143
10,Hallway/LeftEnd,3,-96.0,-100.0,-100.0,-100.0,-78.0,-85.0,-100.0,-78.0,-100.0,-80.15384615384616,-82.61538461538461,-100.0,-94.0,-100.0,-100.0,-100.0,-84.33333333333333
10,Hallway/LeftEnd,4,-100.0,-100.0,-100.0,-100.0,-95.0,-92.5,-100.0,-92.5,-100.0,-86.61111111111111,-86.125,-100.0,-100.0,-100.0,-100.0,-100.0,-88.65
10,Hallway/LeftEnd,5,-94.0,-100.0,-100.0,-100.0,-86.0,-86.0,-100.0,-86.0,-100.0,-80.08333333333333,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.53333333333333
10,LaptopPriority/CurrentPeriodicals,1,-72.0,-96.0,-100.0,-93.0,-100.0,-88.0,-87.0,-100.0,-100.0,-80.9,-85.0,-93.0,-100.0,-93.0,-86.0,-86.0,-84.66666666666667
10,LaptopPriority/CurrentPeriodicals,2,-100.0,-94.0,-100.0,-78.0,-100.0,-100.0,-92.0,-100.0,-100.0,-75.07142857142857,-79.625,-94.0,-93.0,-100.0,-97.0,-96.0,-82.26315789473684
10,LaptopPriority/CurrentPeriodicals,3,-100.0,-95.0,-100.0,-85.0,-100.0,-100.0,-91.0,-100.0,-100.0,-72.84615384615384,-75.83333333333333,-91.0,-89.0,-100.0,-88.0,-88.0,-77.4375
10,LaptopPriority/CurrentPeriodicals,4,-100.0,-86.0,-100.0,-100.0,-98.0,-95.0,-100.0,-96.0,-100.0,-77.3125,-76.66666666666667,-88.0,-95.0,-89.0,-87.0,-87.0,-76.625
10,LaptopPriority/CurrentPeriodicals,5,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.58333333333333,-78.3125,-90.0,-100.0,-96.0,-93.0,-92.0,-76.66666666666667
10,MainStairs/TopPicks,1,-74.0,-100.0,-100.0,-94.0,-70.5,-70.5,-96.0,-70.0,-100.0,-77.92857142857143,-77.125,-100.0,-100.0,-100.0,-100.0,-100.0,-76.71428571428571
10,MainStairs/TopPicks,2,-100.0,-100.0,-100.0,-100.0,-76.0,-80.5,-97.0,-77.5,-100.0,-72.33333333333333,-75.85714285714286,-100.0,-92.0,-100.0,-100.0,-100.0,-77.86666666666666
10,MainStairs/TopPicks,3,-100.0,-100.0,-100.0,-91.0,-84.0,-84.0,-91.0,-85.0,-100.0,-73.5,-78.375,-100.0,-95.0,-100.0,-100.0,-100.0,-74.46153846153847
10,MainStairs/TopPicks,4,-100.0,-100.0,-100.0,-97.0,-73.0,-69.5,-100.0,-70.5,-100.0,-81.52941176470588,-80.76470588235294,-100.0,-91.0,-100.0,-89.0,-92.0,-84.95454545454545
10,MainStairs/TopPicks,5,-100.0,-100.0,-100.0,-94.0,-77.5,-79.5,-100.0,-84.0,-100.0,-70.0,-71.8,-100.0,-91.0,-100.0,-94.0,-93.0,-69.55555555555556
10,Stairs/RightEnd,1,-84.0,-97.0,-100.0,-100.0,-90.0,-88.0,-100.0,-88.0,-100.0,-87.22222222222223,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.3076923076923
10,Stairs/RightEnd,2,-100.0,-100.0,-100.0,-100.0,-96.0,-93.0,-100.0,-90.5,-100.0,-87.75,-87.41666666666667,-100.0,-100.0,-94.0,-100.0,-100.0,-88.5
10,Stairs/RightEnd,3,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-81.85714285714286,-72.0,-100.0,-100.0,-100.0,-100.0,-82.85714285714286
10,Stairs/RightEnd,4,-100.0,-88.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-89.45454545454545,-89.0,-100.0,-89.0,-91.0,-90.0,-87.4
10,Stairs/RightEnd,5,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.5,-87.6,-91.0,-100.0,-82.0,-78.0,-84.0,-87.71428571428571
10,TopPicks/Audiovisual,1,-100.0,-100.0,-82.0,-94.0,-86.5,-80.0,-90.0,-80.0,-100.0,-77.3076923076923,-82.35714285714286,-100.0,-100.0,-100.0,-95.0,-96.0,-82.46666666666667
10,TopPicks/Audiovisual,2,-100.0,-100.0,-100.0,-88.0,-88.0,-92.0,-88.0,-93.0,-100.0,-73.72727272727273,-76.84615384615384,-100.0,-100.0,-100.0,-100.0,-100.0,-72.81818181818181
10,TopPicks/Audiovisual,3,-100.0,-100.0,-100.0,-83.0,-92.0,-91.0,-89.0,-90.0,-100.0,-78.13333333333334,-78.9375,-100.0,-100.0,-100.0,-100.0,-100.0,-78.23076923076923
10,TopPicks/Audiovisual,4,-100.0,-100.0,-100.0,-96.0,-86.5,-87.0,-100.0,-86.5,-100.0,-74.07142857142857,-76.5,-100.0,-100.0,-98.0,-96.0,-97.0,-79.27777777777777
10,TopPicks/Audiovisual,5,-100.0,-100.0,-100.0,-96.0,-81.5,-83.5,-100.0,-82.0,-100.0,-75.71428571428571,-78.46153846153847,-100.0,-100.0,-100.0,-90.0,-97.0,-78.66666666666667
11,Hallway/LeftEnd,1,-100.0,-100.0,-100.0,-100.0,-86.5,-86.0,-100.0,-89.5,-100.0,-75.6,-79.57142857142857,-82.0,-82.0,-100.0,-83.0,-92.0,-84.875
11,Hallway/LeftEnd,2,-100.0,-100.0,-100.0,-100.0,-94.0,-94.5,-100.0,-94.5,-100.0,-89.22222222222223,-91.6,-93.0,-100.0,-100.0,-100.0,-100.0,-90.1
11,Hallway/LeftEnd,3,-96.0,-100.0,-100.0,-100.0,-73.0,-75.5,-100.0,-71.5,-100.0,-79.0,-80.26666666666667,-100.0,-100.0,-100.0,-100.0,-100.0,-79.66666666666667
11,Hallway/LeftEnd,4,-100.0,-100.0,-100.0,-100.0,-98.0,-94.0,-100.0,-94.0,-100.0,-85.88235294117646,-83.2,-100.0,-100.0,-100.0,-100.0,-100.0,-86.78947368421052
11,Hallway/LeftEnd,5,-94.0,-100.0,-100.0,-100.0,-86.0,-86.0,-100.0,-86.0,-100.0,-80.25,-84.76923076923077,-100.0,-100.0,-100.0,-100.0,-100.0,-84.06666666666666
11,LaptopPriority/CurrentPeriodicals,1,-72.0,-93.0,-100.0,-93.0,-100.0,-88.0,-96.0,-100.0,-100.0,-78.3157894736842,-82.14285714285714,-93.0,-100.0,-81.0,-93.0,-86.0,-80.21052631578948
11,LaptopPriority/CurrentPeriodicals,2,-100.0,-94.0,-100.0,-78.0,-100.0,-100.0,-92.0,-100.0,-100.0,-73.78571428571429,-76.3125,-91.0,-93.0,-100.0,-97.0,-96.0,-81.7
11,LaptopPriority/CurrentPeriodicals,3,-100.0,-95.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.81818181818181,-76.0,-94.0,-89.0,-100.0,-100.0,-100.0,-77.14285714285714
11,LaptopPriority/CurrentPeriodicals,4,-78.0,-86.0,-100.0,-100.0,-98.0,-95.0,-100.0,-96.0,-100.0,-78.53333333333333,-79.06666666666666,-88.0,-95.0,-89.0,-87.0,-87.0,-81.625
11,LaptopPriority/CurrentPeriodicals,5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.15384615384616,-77.21428571428571,-90.0,-95.0,-96.0,-93.0,-92.0,-79.5625
11,MainStairs/TopPicks,1,-74.0,-100.0,-100.0,-94.0,-80.5,-79.0,-96.0,-81.0,-100.0,-78.86666666666666,-78.27777777777777,-100.0,-88.0,-100.0,-100.0,-100.0,-77.53333333333333
11,MainStairs/TopPicks,2,-100.0,-100.0,-100.0,-100.0,-79.0,-84.0,-97.0,-80.5,-100.0,-71.0909090909091,-74.0,-100.0,-92.0,-100.0,-100.0,-100.0,-75.0
11,MainStairs/TopPicks,3,-100.0,-100.0,-100.0,-91.0,-86.0,-81.0,-97.0,-84.0,-100.0,-71.75,-75.875,-100.0,-95.0,-100.0,-100.0,-100.0,-71.0
11,MainStairs/TopPicks,4,-100.0,-100.0,-100.0,-97.0,-73.0,-73.5,-100.0,-74.0,-100.0,-81.63157894736842,-81.33333333333333,-100.0,-89.0,-100.0,-89.0,-92.0,-85.30434782608695
11,MainStairs/TopPicks,5,-100.0,-100.0,-100.0,-94.0,-79.5,-80.5,-92.0,-80.5,-100.0,-69.55555555555556,-71.8,-100.0,-91.0,-100.0,-91.0,-92.0,-69.0
11,Stairs/RightEnd,1,-91.0,-97.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.78571428571429,-100.0,-100.0,-100.0,-100.0,-100.0,-89.28571428571429
11,Stairs/RightEnd,2,-94.0,-91.0,-100.0,-100.0,-94.0,-93.0,-100.0,-90.5,-100.0,-88.875,-89.18181818181819,-85.0,-100.0,-96.0,-95.0,-91.0,-89.18181818181819
11,Stairs/RightEnd,3,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0909090909091,-81.77272727272727,-84.0,-100.0,-100.0,-100.0,-100.0,-82.18181818181819
11,Stairs/RightEnd,4,-100.0,-87.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.28571428571429,-89.84615384615384,-90.0,-100.0,-89.0,-72.0,-83.0,-90.625
11,Stairs/RightEnd,5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-86.0,-77.0,-100.0,-82.0,-89.0,-90.0,-90.14285714285714
11,TopPicks/Audiovisual,1,-100.0,-100.0,-82.0,-86.0,-86.0,-90.0,-97.0,-87.0,-100.0,-73.9090909090909,-77.91666666666667,-100.0,-100.0,-100.0,-95.0,-96.0,-79.41666666666667
11,TopPicks/Audiovisual,2,-100.0,-100.0,-100.0,-88.0,-91.0,-92.0,-92.0,-93.0,-100.0,-76.66666666666667,-76.84615384615384,-100.0,-100.0,-100.0,-100.0,-100.0,-76.15384615384616
11,TopPicks/Audiovisual,3,-100.0,-100.0,-100.0,-81.0,-89.0,-89.0,-95.0,-89.0,-100.0,-80.0,-79.9375,-100.0,-100.0,-100.0,-100.0,-100.0,-75.58333333333333
11,TopPicks/Audiovisual,4,-100.0,-100.0,-100.0,-96.0,-81.5,-74.5,-100.0,-74.0,-100.0,-75.53333333333333,-78.05263157894737,-100.0,-100.0,-98.0,-96.0,-97.0,-79.16666666666667
11,TopPicks/Audiovisual,5,-100.0,-100.0,-100.0,-96.0,-79.5,-84.0,-92.0,-83.0,-100.0,-75.15384615384616,-77.38461538461539,-100.0,-100.0,-100.0,-90.0,-97.0,-78.4
12,Hallway/LeftEnd,1,-100.0,-100.0,-100.0,-100.0,-86.0,-85.0,-100.0,-93.0,-100.0,-80.7,-80.18181818181819,-82.0,-100.0,-100.0,-100.0,-100.0,-82.1
12,Hallway/LeftEnd,2,-100.0,-100.0,-100.0,-100.0,-100.0,-94.0,-100.0,-95.0,-100.0,-89.2,-89.9,-93.0,-100.0,-100.0,-100.0,-100.0,-89.54545454545455
12,Hallway/LeftEnd,3,-100.0,-100.0,-100.0,-100.0,-74.0,-73.5,-100.0,-73.5,-100.0,-79.5,-80.75,-100.0,-100.0,-100.0,-100.0,-100.0,-80.35714285714286
12,Hallway/LeftEnd,4,-100.0,-100.0,-100.0,-100.0,-98.0,-94.0,-100.0,-94.0,-100.0,-86.23529411764706,-84.33333333333333,-100.0,-100.0,-100.0,-100.0,-100.0,-86.88888888888889
12,Hallway/LeftEnd,5,-100.0,-100.0,-100.0,-100.0,-86.0,-86.0,-100.0,-86.0,-100.0,-78.0909090909091,-86.75,-100.0,-100.0,-100.0,-100.0,-100.0,-82.64285714285714
12,LaptopPriority/CurrentPeriodicals,1,-72.0,-93.0,-100.0,-85.0,-100.0,-88.0,-89.0,-100.0,-100.0,-75.70588235294117,-77.94736842105263,-93.0,-100.0,-81.0,-93.0,-86.0,-78.26315789473684
12,LaptopPriority/CurrentPeriodicals,2,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-74.0,-79.0,-88.0,-93.0,-100.0,-97.0,-96.0,-83.65
12,LaptopPriority/CurrentPeriodicals,3,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-76.36363636363636,-94.0,-89.0,-100.0,-100.0,-100.0,-76.25
12,LaptopPriority/CurrentPeriodicals,4,-78.0,-86.0,-100.0,-92.0,-98.0,-95.0,-100.0,-96.0,-100.0,-76.35714285714286,-78.125,-88.0,-95.0,-89.0,-96.0,-96.0,-82.22222222222223
12,LaptopPriority/CurrentPeriodicals,5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.57142857142857,-77.2,-88.0,-95.0,-100.0,-100.0,-100.0,-78.17647058823529
12,MainStairs/TopPicks,1,-74.0,-100.0,-100.0,-94.0,-86.0,-84.5,-100.0,-81.5,-100.0,-76.07692307692308,-79.58823529411765,-100.0,-88.0,-100.0,-100.0,-100.0,-78.2
12,MainStairs/TopPicks,2,-100.0,-100.0,-100.0,-100.0,-85.0,-86.0,-97.0,-86.0,-100.0,-71.18181818181819,-73.0,-100.0,-91.0,-100.0,-100.0,-100.0,-75.36363636363636
12,MainStairs/TopPicks,3,-100.0,-100.0,-100.0,-91.0,-81.5,-77.5,-97.0,-75.0,-100.0,-69.41666666666667,-71.57142857142857,-100.0,-95.0,-100.0,-100.0,-100.0,-68.72727272727273
12,MainStairs/TopPicks,4,-100.0,-100.0,-100.0,-100.0,-74.0,-74.5,-100.0,-75.0,-100.0,-81.89473684210526,-81.47058823529412,-100.0,-89.0,-100.0,-89.0,-92.0,-85.34782608695652
12,MainStairs/TopPicks,5,-100.0,-100.0,-100.0,-94.0,-77.5,-79.0,-92.0,-78.5,-100.0,-73.0,-73.91666666666667,-100.0,-91.0,-100.0,-91.0,-92.0,-74.63636363636364
12,Stairs/RightEnd,1,-91.0,-97.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.9,-89.76923076923077,-100.0,-100.0,-100.0,-100.0,-97.0,-88.27272727272727
12,Stairs/RightEnd,2,-79.0,-82.0,-100.0,-100.0,-94.0,-93.0,-100.0,-90.5,-100.0,-86.36363636363636,-87.14285714285714,-85.0,-100.0,-85.0,-97.0,-99.0,-87.15384615384616
12,Stairs/RightEnd,3,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.46153846153847,-82.45454545454545,-84.0,-100.0,-100.0,-100.0,-100.0,-83.33333333333333
12,Stairs/RightEnd,4,-100.0,-84.5,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-89.8,-76.0,-100.0,-89.0,-84.0,-84.0,-89.875
12,Stairs/RightEnd,5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.55555555555556,-84.0,-78.0,-100.0,-100.0,-82.0,-81.0,-85.3
12,TopPicks/Audiovisual,1,-100.0,-100.0,-82.0,-86.0,-85.5,-90.0,-93.0,-86.0,-100.0,-77.33333333333333,-77.76923076923077,-100.0,-100.0,-100.0,-90.0,-89.0,-78.15384615384616
12,TopPicks/Audiovisual,2,-100.0,-100.0,-100.0,-88.0,-91.0,-88.0,-92.0,-93.0,-100.0,-74.66666666666667,-75.57142857142857,-100.0,-100.0,-97.0,-100.0,-100.0,-76.21428571428571
12,TopPicks/Audiovisual,3,-100.0,-100.0,-100.0,-81.0,-89.0,-89.0,-95.0,-89.0,-100.0,-78.1875,-74.6923076923077,-100.0,-100.0,-100.0,-100.0,-100.0,-74.5
